Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,conflict_type_valid,Conflict_Type_Valid,Year_Valid,Population_Valid,GDP_Valid,Conflict_Coordinates_Valid,On_Land,Land_Valid,Total_Deaths,Civilian_Ratio,Military_Deaths_Ratio_A,Military_Deaths_Ratio_B,Civilian_Deaths_IF_Label,Military_Deaths_IF_Label,Civ_Deaths_Valid,Mil_Deaths_Valid,Total_Deaths_Valid,GDP_Loss_Ratio,GDP_IF_Label,GDP_Loss_IF_Label,GDP_IF_Valid,GDP_Loss_IF_Valid,GDP_LOF_Label,GDP_Loss_LOF_Label,GDP_LOF_Valid,GDP_Loss_LOF_Valid,Coords_IF_Label,Coords_IF_Valid,DBSCAN_Cluster,Coords_DBSCAN_Valid,Total_Deaths_DBSCAN_Cluster,Total_Deaths_DBSCAN_Valid
Turkey,Iran,Cold Conflict,2009,1179,19722,25700,197235,293.72,1.8,1862.9,Desert,471.4,180.2,12209.6,19480.2,,NATO,Cyber,4669,175,No,12.46,Yes,Victory_A,68.477,-176.328,Polar,Water,0,1,0,1,0,0,0,0,1,242657,0.8128139719851477,41.837081035214254,142.61931187569368,1,1,1,1,1,0.009268597466692752,1,1,1,1,1,1,1,1,-1,0,2,1,0,1
Germany,Germany,Cold Conflict,2004,1614,13636,29494,80615,15.77,4.6,2541.2,Plains,65.4,173.6,5288.3,3922.4,NATO,Regional,Nuclear,416,110,No,1.66,Yes,Victory_B,56.418,16.147,Polar,Water,0,1,0,1,1,0,0,0,1,123745,0.6514606650773769,208.50152905198775,169.89631336405532,1,1,1,1,1,0.0017121391425190266,1,1,1,1,1,1,1,1,1,1,28,1,0,1
China,Japan,Cold Conflict,1973,1102,1700,14186,49624,53.45,31.9,739.8,Urban,518.9,1254.0,535.4,11678.6,Regional,NATO,Nuclear,316,54,No,14.27,No,Victory_B,32.316,-122.507,Temperate,,0,1,0,1,1,0,0,0,0,65510,0.7575026713478858,3.27616111004047,11.312599681020734,1,1,1,1,1,0.004376125757327657,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Turkey,Brazil,Proxy War,1973,1196,5800,36271,101117,275.04,20.5,2218.2,Urban,726.1,1147.5,598.5,18200.3,Regional,,Mixed,3299,190,No,3.94,Yes,Stalemate,13.333,-61.44,Polar,Oil,0,1,0,1,0,0,0,0,0,143188,0.7061834790624912,7.987880457237295,31.60871459694989,1,1,1,1,1,0.014630721109858079,1,1,1,1,1,1,1,1,1,1,3,1,0,1
Brazil,Turkey,Cold Conflict,2003,289,38939,34103,196056,295.74,27.2,2343.1,Forest,17.3,655.6,16066.4,6551.6,,Regional,Nuclear,2963,106,No,18.72,Yes,Victory_A,23.663,-132.047,Arid,Water,0,1,0,1,1,0,0,0,0,269098,0.7285672877539038,2250.809248554913,52.01799877974374,1,-1,1,0,0,0.013075426651339641,1,1,1,1,1,1,1,1,1,1,60,1,0,1
Brazil,Turkey,Proxy War,1975,1569,10348,13249,30116,14.59,2.2,1192.3,Plains,804.4,183.4,8438.6,836.5,,Regional,Cyber,1091,133,No,18.68,Yes,Stalemate,-51.551,60.557,Arid,Oil,0,1,0,1,0,0,0,0,0,53713,0.5606836333848416,12.864246643460966,72.24100327153762,1,1,1,1,1,0.0015730288622225097,1,1,1,1,1,1,1,1,1,1,35,1,0,1
USA,France,Proxy War,2015,1836,45391,30494,140067,286.73,14.5,1151.9,Desert,1250.4,1258.1,12402.5,10458.3,,NATO,Conventional,2844,162,No,11.89,Yes,Victory_B,17.135,-35.434,Arid,,0,1,0,1,0,0,0,0,0,215952,0.6486024672149366,36.3011836212412,24.238136873062558,1,1,1,1,1,0.012542430711086227,1,1,1,1,1,1,1,1,1,1,143,1,0,1
Ukraine,Israel,Civil War,1987,1812,17193,14496,29468,419.27,33.7,1973.4,Plains,305.8,323.8,3292.1,10634.3,,,Nuclear,3885,159,No,15.05,No,Stalemate,-1.123,175.068,Polar,Oil,0,1,0,0,0,0,0,0,0,61157,0.4818418169628988,56.223021582733814,44.76837554045707,1,1,1,1,1,0.030106129365808823,1,1,1,1,1,1,1,1,1,1,64,1,0,1
Russia,Iran,War,2014,1013,19455,23424,82657,361.19,4.3,280.2,Mountain,1297.6,50.7,24388.1,1636.9,Regional,Regional,Nuclear,676,5,Yes,17.16,Yes,Victory_A,-20.802,55.385,Arid,Water,0,1,0,1,1,0,0,0,0,125536,0.6584326408360949,14.99306411837238,462.0118343195266,1,1,1,1,1,0.013878578290105668,-1,1,0,0,1,1,1,1,1,1,12,1,0,1
Canada,USA,Civil War,2024,879,17277,47298,49924,65.68,-2.8,2206.9,Plains,137.6,1294.0,3257.3,8022.2,Regional,Regional,Conventional,1124,190,Yes,7.78,Yes,Victory_B,69.791,150.241,Tropical,Land,0,1,0,1,0,0,0,1,1,114499,0.43602127529498075,125.55959302325581,36.55177743431221,1,1,1,1,1,0.005822953145086219,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Japan,Iran,Civil War,2000,1444,19583,17269,112208,296.28,13.0,128.7,Desert,1155.8,1132.7,11125.7,22933.3,NATO,,Nuclear,2290,17,Yes,11.58,No,Victory_A,59.295,-93.302,Polar,Water,0,1,0,1,0,0,0,0,0,149060,0.7527706963638803,16.94324277556671,15.24587269356405,1,1,1,1,1,0.008699022284858627,1,1,1,1,1,1,1,1,1,1,14,1,0,1
UK,Ukraine,Proxy War,1984,7,43915,46732,148252,336.16,7.5,571.8,Desert,1176.6,971.2,11089.4,6264.9,NATO,NATO,Nuclear,1113,158,Yes,3.52,Yes,Victory_A,-76.188,-65.238,Arid,Oil,0,1,0,0,0,0,0,0,0,238899,0.620563501730857,37.3236443991161,48.117792421746294,1,1,1,1,1,0.01937041540137027,1,1,1,1,1,1,1,1,1,1,72,1,0,1
Germany,Russia,Proxy War,1992,1184,38633,48374,86307,18.71,-2.8,1992.4,Desert,361.6,48.6,225.9,14233.3,,Regional,Conventional,1972,51,No,19.71,No,Victory_B,87.431,-49.434,Polar,Water,0,1,0,1,1,0,0,0,0,173314,0.497980543983752,106.83904867256636,995.3497942386831,1,1,1,1,1,0.0012939858360075248,1,1,1,1,-1,1,0,1,1,1,26,1,0,1
India,Australia,Cold Conflict,1978,240,126,44377,130588,427.69,30.0,295.0,Urban,1341.0,740.3,16698.3,12202.2,Regional,,Cyber,2948,143,Yes,18.59,Yes,Victory_A,-48.603,121.865,Arid,Water,0,1,0,1,1,0,0,0,0,175091,0.745829311615103,0.09395973154362416,59.944617047143055,1,1,1,1,1,0.014798705904742132,1,1,1,1,1,1,1,1,1,1,37,1,0,1
Canada,Iran,Cold Conflict,1986,1987,39561,26343,199370,453.14,34.6,2915.5,Urban,583.8,915.4,13459.9,21554.5,,Regional,Mixed,4222,183,Yes,9.67,Yes,Stalemate,-51.239,-103.797,Tropical,Land,0,1,0,1,0,0,0,0,0,265274,0.7515625353408174,67.76464542651594,28.777583570024035,1,1,1,1,1,0.012941532626576492,1,1,1,1,1,1,1,1,1,1,53,1,0,1
China,China,Civil War,2007,1447,21806,31116,172516,425.24,15.6,2605.2,Mountain,198.6,1063.3,12442.4,16342.2,,Regional,Mixed,4714,194,Yes,11.07,Yes,Victory_B,79.887,160.819,Temperate,Oil,0,1,1,1,1,1,0,0,0,225438,0.7652480948198618,109.79859013091642,29.26361327941315,1,1,1,1,1,0.014773177323985743,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Australia,UK,Skirmish,2003,536,24760,3294,49685,412.33,24.9,1878.9,Plains,828.8,660.0,20453.9,3969.2,,Regional,Mixed,4929,189,Yes,8.73,Yes,Victory_A,-9.936,-164.312,Tropical,Oil,0,1,0,1,0,0,0,0,0,77739,0.6391257927166545,29.874517374517374,4.990909090909091,1,1,1,1,1,0.016882787197366425,1,1,1,1,1,1,1,1,1,1,27,1,0,1
Brazil,Turkey,Skirmish,1988,1750,39477,32498,113073,372.51,28.7,2457.2,Forest,1395.3,1334.7,6036.0,3580.3,,NATO,Cyber,1422,80,Yes,0.03,No,Victory_A,54.966,140.349,Temperate,Oil,0,1,0,1,0,0,0,0,0,185048,0.6110468635164931,28.29284024940873,24.34854274368772,1,1,1,1,1,0.03873735220407017,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Australia,UK,Cold Conflict,1991,70,42182,4889,99887,316.75,21.5,2662.7,Mountain,1259.1,343.4,21528.8,13941.6,,,Mixed,3373,179,No,4.6,No,Stalemate,-38.124,-17.491,Arid,Oil,0,1,0,1,0,0,0,0,0,146958,0.6796976006750228,33.501707568898425,14.237041351193945,1,1,1,1,1,0.008929981054625828,1,1,1,1,1,1,1,1,1,1,82,1,0,1
Israel,UK,Skirmish,1977,1904,16358,20259,17454,339.35,-8.0,778.4,Forest,390.8,98.6,21620.8,1171.2,Regional,Regional,Cyber,755,132,Yes,2.03,Yes,Stalemate,67.171,9.323,Tropical,Land,0,1,0,1,0,0,0,0,1,54071,0.32279780288879434,41.857727737973384,205.46653144016227,1,1,1,1,1,0.01488899613899614,1,1,1,1,1,-1,1,0,1,1,96,1,0,1
Germany,India,Cold Conflict,1978,216,38177,43506,72679,403.22,-2.9,2548.2,Forest,808.2,466.5,20673.3,9844.3,NATO,Regional,Nuclear,3768,180,No,6.46,No,Stalemate,59.815,179.063,Temperate,,0,1,0,1,1,0,0,0,0,154362,0.4708347909459582,47.23707003217025,93.26045016077171,1,1,1,1,1,0.01321270348913414,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
UK,UK,Proxy War,1992,1128,32879,5450,13206,331.28,-6.8,584.4,Mountain,162.4,926.9,8541.5,9981.3,,Regional,Mixed,4871,144,No,4.72,No,Stalemate,3.506,133.217,Tropical,,0,1,0,1,0,0,0,0,0,51535,0.25625303192005433,202.45689655172413,5.879814435214155,1,1,1,1,1,0.01788498499146997,1,1,1,1,1,1,1,1,1,1,22,1,0,1
Japan,Russia,Civil War,1952,1751,24254,33401,186740,163.93,-9.6,1240.0,Plains,647.1,1032.3,4072.3,4916.4,Regional,NATO,Conventional,3836,158,No,15.23,Yes,Victory_A,36.91,145.448,Polar,Land,0,1,0,0,0,0,0,0,0,244395,0.7640909183903107,37.48106938649359,32.355904291388164,1,1,1,1,1,0.018237342441064893,1,1,1,1,1,1,1,1,1,1,49,1,0,1
USA,Ukraine,War,1959,1078,29784,25077,50049,188.04,3.8,1674.8,Forest,732.8,1034.2,11884.7,7532.3,,Regional,Cyber,3972,15,Yes,10.1,No,Victory_A,83.525,30.793,Temperate,Oil,0,1,0,0,0,0,0,0,0,104910,0.47706605661996,40.644104803493455,24.247727712241346,1,1,1,1,1,0.009684297265282998,1,1,1,1,1,1,1,1,1,1,9,1,0,1
UK,USA,Civil War,2008,806,15489,36531,144907,448.54,7.7,2141.7,Urban,442.1,155.8,6503.4,8255.4,Regional,,Mixed,4168,184,No,16.34,No,Victory_A,-8.632,164.283,Arid,Water,0,1,0,1,1,0,0,0,0,196927,0.735841200038593,35.03505994118977,234.4736842105263,1,1,1,1,1,0.030391359731143458,1,1,1,1,1,1,1,1,1,1,23,1,0,1
Germany,UK,Cold Conflict,1963,330,26424,229,179481,8.66,0.8,90.4,Urban,678.4,1239.2,1314.0,303.8,NATO,NATO,Conventional,4474,20,Yes,12.71,No,Victory_B,-1.043,67.61,Polar,Oil,0,1,0,1,0,1,0,0,0,206134,0.870700612223117,38.95047169811321,0.18479664299548096,1,1,1,1,1,0.005352948448510323,-1,1,0,0,1,1,1,1,1,1,20,1,0,1
UK,Israel,Cold Conflict,1996,848,27785,45431,14744,349.44,-7.1,871.5,Mountain,1288.0,393.9,6994.0,20149.2,NATO,,Mixed,2992,168,Yes,13.12,Yes,Victory_A,40.105,114.958,Arid,,0,1,0,1,0,0,0,1,1,87960,0.16762164620281947,21.5722049689441,115.33637979182534,1,1,1,1,1,0.012873942644935011,1,1,1,1,1,1,1,1,1,1,49,1,0,1
Germany,Japan,Civil War,1991,1227,27295,34726,167236,477.39,13.8,1825.6,Forest,700.7,294.7,11733.5,23936.6,Regional,Regional,Cyber,491,38,Yes,17.52,Yes,Victory_B,-20.443,79.536,Arid,Water,0,1,0,1,0,0,0,0,0,229257,0.7294695472766372,38.953903239617524,117.83508652867323,1,1,1,1,1,0.013383478039029888,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Germany,Israel,Cold Conflict,1981,1312,21897,48603,69599,353.14,2.3,1072.1,Mountain,1163.6,860.6,2827.3,7238.8,,Regional,Cyber,683,36,No,16.94,Yes,Victory_A,83.021,101.129,Polar,,0,1,0,1,0,0,0,0,0,140099,0.496784416733881,18.818322447576488,56.475714617708576,1,1,1,1,1,0.03508210727093909,1,1,1,1,1,1,1,1,1,1,17,1,0,1
France,Japan,Skirmish,1981,45,46539,27649,188352,496.96,25.8,2325.1,Urban,445.0,297.4,23608.9,2808.5,NATO,NATO,Nuclear,1975,168,Yes,1.27,Yes,Stalemate,-82.722,49.67,Temperate,Oil,0,1,0,1,0,0,0,1,1,262540,0.7174221071074884,104.58202247191011,92.96906523201076,1,1,1,1,1,0.018811843709070537,1,1,1,1,1,1,1,1,1,1,18,1,0,1
India,India,Skirmish,1991,829,5874,12442,32849,343.8,-9.6,1955.0,Mountain,1360.0,711.7,16406.0,23839.3,,Regional,Cyber,303,52,Yes,11.57,Yes,Victory_A,-17.392,81.507,Polar,,0,1,0,1,1,0,0,0,1,51165,0.6420209127333137,4.319117647058824,17.482085148236614,1,1,1,1,1,0.008542612429277455,1,1,1,1,1,-1,1,0,1,1,20,1,0,1
Iran,Russia,Cold Conflict,1981,198,31733,36517,90338,17.28,27.9,703.2,Forest,131.8,570.4,3417.2,18516.4,,,Mixed,3997,73,No,8.26,Yes,Victory_B,38.493,-23.062,Arid,Land,0,1,0,0,0,0,0,0,0,158588,0.5696395691981739,240.76631259484066,64.01998597475456,1,1,1,1,1,0.0007878323667797352,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Australia,USA,Cold Conflict,1975,1240,49431,11078,142278,413.52,33.0,437.8,Forest,820.2,325.6,20303.5,22279.6,Regional,,Cyber,1952,31,No,11.99,Yes,Stalemate,-12.711,74.472,Tropical,Land,0,1,0,1,1,0,0,0,0,202787,0.7016130225310301,60.26700804681784,34.02334152334152,1,1,1,1,1,0.009710894697661749,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Iran,China,Skirmish,1950,1505,896,37728,141426,142.39,22.2,1887.1,Urban,1106.1,409.6,23202.9,9028.3,,,Conventional,3569,24,Yes,17.25,Yes,Victory_A,-43.335,-80.348,Temperate,Oil,0,1,0,0,1,0,0,0,0,180050,0.7854818106081644,0.8100533405659525,92.109375,1,1,1,1,1,0.004417769118121571,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Iran,Brazil,Cold Conflict,2005,1333,40147,42280,40695,223.08,23.0,1351.4,Desert,1139.8,598.9,6577.0,12106.7,Regional,Regional,Nuclear,4004,180,No,0.24,No,Victory_B,-15.578,48.579,Tropical,Water,0,1,0,1,0,0,0,1,1,123122,0.33052581991845487,35.22284611335322,70.5960928368676,1,1,1,1,1,0.011939819200693653,1,1,1,1,1,-1,1,0,1,1,120,1,0,1
Iran,USA,Cold Conflict,1951,896,28489,8933,170060,156.11,32.0,506.9,Desert,278.4,485.3,3589.9,23256.7,Regional,Regional,Nuclear,1260,63,No,0.22,No,Victory_A,68.673,8.551,Temperate,Water,0,1,0,0,0,0,0,0,1,207482,0.8196373661329658,102.33117816091955,18.407170822171853,1,1,1,1,1,0.005814889036228051,1,1,1,1,1,1,1,1,1,1,96,1,0,1
Turkey,Brazil,Civil War,1979,1459,7288,47003,188104,134.35,-0.6,979.1,Plains,562.9,534.8,8068.7,11494.2,Regional,NATO,Cyber,1030,160,No,1.25,Yes,Stalemate,8.461,143.474,Temperate,Water,0,1,0,1,0,0,0,0,0,242395,0.7760226077270571,12.947237519985789,87.88893044128648,1,1,1,1,1,0.00686759120580282,1,1,1,1,1,1,1,1,1,1,22,1,0,1
Brazil,Israel,War,2020,332,23796,33591,77664,215.76,34.8,909.1,Urban,874.3,1029.9,20807.9,16805.7,NATO,NATO,Mixed,4351,102,Yes,17.5,Yes,Victory_B,-29.68,62.36,Tropical,Land,0,1,0,1,0,0,0,0,0,135051,0.5750716396028167,27.21720233329521,32.61578794057675,1,1,1,1,1,0.005736223068251908,1,1,1,1,1,1,1,1,1,1,12,1,0,1
France,France,Skirmish,2001,696,2124,29573,133437,189.44,24.8,324.4,Plains,442.9,236.6,4385.6,17622.9,,,Nuclear,1194,101,No,7.07,Yes,Stalemate,30.874,34.783,Arid,Water,0,1,0,1,0,0,0,1,1,165134,0.8080528540458052,4.795664935651389,124.99154691462384,1,1,1,1,1,0.008607583433673353,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Japan,Turkey,Civil War,1958,27,7766,837,98419,316.71,22.7,1640.7,Urban,922.0,879.0,19485.9,20929.5,Regional,,Mixed,3359,37,Yes,7.42,No,Victory_B,20.132,-67.293,Polar,,0,1,0,1,0,0,0,0,0,107022,0.9196146586683112,8.422993492407809,0.9522184300341296,1,1,1,1,1,0.007836369304769964,1,1,1,1,1,1,1,1,1,1,3,1,0,1
France,Brazil,War,1971,1190,36085,29529,12470,406.59,6.2,2290.9,Forest,530.9,949.7,17909.4,24379.7,Regional,NATO,Mixed,233,91,Yes,6.91,Yes,Stalemate,10.88,130.609,Tropical,,0,1,0,1,0,0,0,0,0,78084,0.1596998104605297,67.96948577886607,31.09297672949352,1,1,1,1,1,0.009614534241684026,1,1,1,1,1,1,1,1,1,1,22,1,0,1
Russia,Ukraine,Cold Conflict,1983,318,6684,46747,18362,148.61,14.6,1726.4,Urban,491.9,1123.1,16287.7,8379.1,,NATO,Conventional,2920,78,Yes,4.62,No,Victory_B,-19.592,-160.503,Arid,Water,0,1,0,0,0,0,0,0,0,71793,0.2557630966807349,13.58812766822525,41.623185824948806,1,1,1,1,1,0.006024697163799115,1,1,1,1,1,1,1,1,1,1,27,1,0,1
Russia,Germany,Cold Conflict,1998,1298,25562,1399,21445,106.94,19.4,2478.9,Mountain,152.2,1186.4,10838.6,6193.8,NATO,,Nuclear,1718,135,Yes,0.78,Yes,Victory_B,-77.004,143.91,Tropical,Water,0,1,0,1,0,0,0,1,1,48406,0.44302359211667974,167.95006570302235,1.1791975724881996,1,1,1,1,1,0.0062786219205749035,1,1,1,1,1,1,1,1,1,1,37,1,0,1
Turkey,Ukraine,Civil War,1950,1407,27144,439,40351,333.48,17.9,382.7,Plains,55.9,223.0,9175.6,1951.9,Regional,NATO,Cyber,492,0,Yes,18.13,Yes,Victory_A,21.732,55.072,Polar,Land,0,1,0,0,1,0,0,1,1,67934,0.5939735625754409,485.58139534883725,1.968609865470852,1,1,1,1,1,0.02996899573129634,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Brazil,Iran,Cold Conflict,2022,365,5385,33020,47022,335.19,21.7,1306.8,Urban,1169.5,194.4,2140.6,21414.9,Regional,Regional,Mixed,3282,58,No,4.66,No,Stalemate,-14.438,-111.783,Polar,Oil,0,1,0,1,0,0,0,0,0,85427,0.5504348742200943,4.60453185121847,169.8559670781893,1,1,1,1,1,0.014229797711787055,1,1,1,1,1,1,1,1,1,1,141,1,0,1
UK,Turkey,Proxy War,2002,1127,7470,42481,63344,450.58,-6.3,1828.2,Plains,685.9,861.1,8940.3,7324.1,Regional,Regional,Nuclear,2014,34,Yes,17.88,No,Victory_A,-12.822,145.078,Temperate,Land,0,1,0,1,0,0,0,0,0,113295,0.5591067566971182,10.890800408222773,49.33341075368714,1,1,1,1,1,0.027703450480804703,1,1,1,1,1,1,1,1,1,1,23,1,0,1
India,Turkey,Civil War,1989,960,18003,46623,80903,8.07,6.0,2028.0,Urban,788.5,1059.9,15050.0,1249.8,Regional,NATO,Nuclear,4324,15,Yes,19.11,No,Stalemate,-47.866,-62.513,Tropical,Land,0,1,0,1,1,0,0,0,0,145529,0.5559235616268923,22.831959416613824,43.98811208604585,1,1,1,1,1,0.0004950980993631824,1,1,1,1,1,1,1,1,1,1,3,1,0,1
Brazil,Japan,War,1994,1527,32599,48850,120185,426.54,9.5,2087.4,Desert,521.7,382.0,22456.2,21633.1,,NATO,Mixed,344,141,Yes,11.53,No,Stalemate,-45.104,-119.422,Tropical,Oil,0,1,0,1,0,0,0,0,0,201634,0.5960552287808604,62.48610312440099,127.87958115183245,1,1,1,1,1,0.009674456160565035,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Turkey,Russia,Civil War,2017,1869,32468,19535,179347,260.55,1.7,2186.9,Plains,192.3,736.7,20829.8,12752.6,Regional,Regional,Cyber,264,4,No,7.45,Yes,Victory_A,51.743,-65.107,Temperate,,0,1,0,1,0,0,0,1,1,231350,0.7752193645990922,168.84035361414456,26.51689968779693,1,1,1,1,1,0.007758528276716375,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Germany,Canada,Skirmish,1958,373,23095,33294,82554,310.69,-2.2,1954.3,Forest,630.0,1081.4,815.1,20959.4,NATO,Regional,Nuclear,3575,79,Yes,15.32,No,Victory_B,-3.714,165.986,Arid,Oil,0,1,0,1,0,0,0,0,0,138943,0.5941573163095658,36.65873015873016,30.787867579064173,1,1,1,1,1,0.014268525109646605,1,1,1,1,1,1,1,1,1,1,64,1,0,1
China,India,Civil War,1971,1640,39724,24609,22904,45.78,-3.7,282.7,Forest,321.3,1074.7,3480.2,13866.5,,,Nuclear,4839,20,No,0.51,Yes,Stalemate,-70.326,90.993,Arid,Water,0,1,0,1,1,0,0,1,1,87237,0.26254914772401616,123.63523187052598,22.898483297664463,1,1,1,1,1,0.00263911867963359,1,1,1,1,1,1,1,1,1,1,37,1,0,1
India,Israel,Cold Conflict,1967,1950,35300,42195,121423,216.36,6.5,2085.9,Urban,1172.9,915.7,21213.7,7850.1,NATO,NATO,Cyber,1672,57,No,18.58,Yes,Victory_B,-81.747,150.046,Temperate,,0,1,0,1,1,0,0,1,1,198918,0.6104173579062729,30.096342399181513,46.079502020312326,1,1,1,1,1,0.007444312168401929,1,1,1,1,1,1,1,1,1,1,37,1,0,1
Ukraine,Germany,Cold Conflict,1992,245,22941,44389,70830,113.73,12.2,2174.3,Forest,1381.5,111.2,23483.6,3253.2,,Regional,Mixed,3647,56,No,8.16,No,Stalemate,-49.551,-72.406,Arid,,0,1,0,1,0,0,0,1,1,138160,0.5126664736537349,16.60586319218241,399.181654676259,1,1,1,1,1,0.004253687801083152,1,1,1,1,1,1,1,1,1,1,56,1,0,1
Australia,Brazil,Proxy War,1988,1841,4966,1473,162051,127.19,-7.2,2980.4,Forest,1244.8,71.9,1404.7,10934.7,,NATO,Mixed,428,138,Yes,6.17,Yes,Victory_A,-2.26,-150.322,Arid,Water,0,1,0,1,1,0,0,0,0,168490,0.9617840821413733,3.98939588688946,20.486787204450625,1,1,1,1,1,0.010307632461870105,1,1,1,1,1,1,1,1,1,1,27,1,0,1
India,UK,Proxy War,2022,1193,13666,7182,106508,252.1,32.6,2080.1,Plains,740.1,544.4,17534.3,673.5,,Regional,Mixed,3162,70,Yes,2.54,Yes,Victory_B,21.105,22.592,Arid,Oil,0,1,0,1,1,0,0,1,1,127356,0.8363013913753573,18.465072287528713,13.192505510653932,1,1,1,1,1,0.01384571447401663,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Turkey,Russia,Proxy War,1955,1652,37922,25632,57153,406.25,24.4,2060.5,Urban,879.8,38.3,9149.7,15065.5,NATO,Regional,Mixed,2910,120,Yes,19.1,Yes,Victory_A,-64.138,-6.12,Temperate,Water,0,1,0,0,1,0,0,0,0,120707,0.4734853819579643,43.10297794953399,669.2428198433421,1,1,1,1,1,0.016776652680960718,1,1,1,1,1,1,1,1,1,1,43,1,0,1
Germany,Germany,War,1997,1677,41976,42761,63670,371.92,22.9,1544.4,Plains,1327.4,1265.9,9113.6,10697.3,NATO,NATO,Cyber,453,135,No,16.22,No,Stalemate,-11.905,79.418,Polar,,0,1,0,1,0,0,0,0,0,148407,0.42902288975587405,31.62272110893476,33.77912947310214,1,1,1,1,1,0.018773503475359523,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Germany,India,Proxy War,1956,1442,28652,18966,89640,295.54,-2.2,2603.8,Urban,754.6,29.2,16070.3,3546.7,Regional,,Conventional,348,141,Yes,14.48,No,Victory_A,-76.941,15.363,Temperate,Oil,0,1,0,1,1,0,0,1,1,137258,0.6530766876976205,37.96978531672409,649.5205479452055,1,1,1,1,1,0.015065504409440792,1,1,1,1,1,1,1,1,1,1,74,1,0,1
USA,Japan,War,2018,1380,34649,7693,84174,269.76,17.2,2990.5,Forest,894.4,42.4,20257.3,13260.6,NATO,Regional,Cyber,421,176,Yes,18.62,No,Stalemate,-83.209,-37.272,Tropical,,0,1,0,1,1,0,0,1,1,126516,0.6653229631034809,38.739937388193205,181.43867924528303,1,1,1,1,1,0.008048236912217054,1,1,1,1,1,1,1,1,1,1,43,1,0,1
Iran,Israel,Proxy War,1965,478,25014,9595,44640,213.71,13.8,2337.1,Urban,881.3,232.3,6878.2,20024.8,Regional,NATO,Cyber,2762,107,No,19.2,Yes,Victory_B,65.403,-178.313,Tropical,,0,1,0,0,0,0,0,1,0,79249,0.5632878648311019,28.383070464087144,41.30434782608695,1,1,1,1,1,0.00794372374828086,1,1,1,1,1,1,1,1,-1,0,2,1,0,1
Brazil,Russia,War,1950,125,43930,49622,100246,486.36,34.2,1837.5,Urban,991.7,878.2,17636.8,24370.3,,Regional,Mixed,4781,160,Yes,5.37,Yes,Victory_B,28.5,-11.611,Tropical,Water,0,1,0,0,0,0,0,0,1,193798,0.5172705600676993,44.29767066653221,56.50421316328854,1,1,1,1,1,0.011578042759438287,1,1,1,1,1,1,1,1,1,1,10,1,0,1
Germany,India,Civil War,1986,537,44642,7937,72604,280.14,23.6,236.9,Mountain,896.8,758.6,15900.5,13188.7,Regional,NATO,Nuclear,581,151,No,15.73,No,Victory_A,50.597,-136.569,Arid,Land,0,1,0,1,1,0,0,0,0,125183,0.5799829050270404,49.779214986619095,10.462694437121012,1,1,1,1,1,0.009630378284724227,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Russia,France,Civil War,1986,706,22433,11272,141743,127.06,15.9,2180.2,Urban,939.3,923.6,12937.8,3247.5,NATO,NATO,Cyber,2662,198,Yes,15.34,No,Victory_A,-57.262,151.92,Tropical,Water,0,1,0,0,0,0,0,0,0,175448,0.8078917969996808,23.88267859043969,12.20441749675184,1,1,1,1,1,0.007850333327154888,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Iran,France,Cold Conflict,2013,1920,16058,18780,117831,115.12,28.3,2125.7,Mountain,1016.5,1251.1,15064.6,20269.5,,Regional,Mixed,4258,37,Yes,11.15,No,Victory_B,-32.012,151.814,Arid,,0,1,0,1,0,0,0,1,1,152669,0.7718069811160091,15.797343826856862,15.010790504356168,1,1,1,1,1,0.0032580425141718627,1,1,1,1,1,1,1,1,1,1,23,1,0,1
Japan,Ukraine,War,2011,1636,21054,30446,1023,305.72,-3.0,2326.7,Plains,1132.9,637.5,461.2,17397.8,,,Nuclear,2351,78,No,3.01,No,Victory_A,-10.118,109.314,Arid,Oil,0,1,0,1,0,0,0,0,0,52523,0.019477181425280352,18.5841645334981,47.75843137254902,-1,1,0,1,1,0.017118539671874128,1,1,1,1,1,1,1,1,1,1,107,1,0,1
